Unit Number,Customer Unit Number,Customer Name,Unit Type,VIN Number,Model Year,Vehicle Make,Vehicle Model,Submodel,Eng Make,Eng Model,Eng SN,Aftertreatment Number,Oil Type,Oil Capacity,ATF,Front Brake Type,Rear Brake Type,DPF Number,SCR Number,Centrifugal,Oil Filter,Fuel Filter,Fuel/Water Seperator,Cabin Air Filter,Engine Air Filter,DEF Filter,Dryer Cartridge,Wiper Blade Length,Steer Tires, Additional Tires,Drive Tires,Static Axle Make,Static Axle P/N,Lift Axle Make,Lift Axle P/N,Liftgate Make,Liftgate Model,Liftgate SN,Liftgate Capacity,Liftgate Power/Gravity Down,Reefer Make,Reefer Model,Reefer SN,Reefer Oil Filter,Reefer Fuel Filter,Reefer Second Fuel Filter,Reefer Air Filter,Reefer Belt1,Reefer Belt2,Reefer Belt3,Reefer Belt4,APU Make,APU Model,APU SN,APU Oil Filter,APU Fuel Filter,APU Air Filter,Body Manufacturer,Body Style,Body S/N,Door Manufacturer,Door S/N
272393,,,Rental,1XPBD49X8LD653241,2020,Peterbilt,579,,Cummins,X15,80144951,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272394,,,Rental,1XPBD49XXLD653242,2020,Peterbilt,579,,Cummins,X15,80144955,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272395,,,Rental,1XPBD49X1LD653243,2020,Peterbilt,579,,Cummins,X15,80144952,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272396,,,Rental,1XPBD49X3LD653244,2020,Peterbilt,579,,Cummins,X15,80144953,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272397,,,Rental,1XPBD49X3LD653261,2020,Peterbilt,579,,Cummins,X15,80170457,A052T700,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272399,,,Rental,1XPXD49X1LD652891,2020,Peterbilt,389,,Cummins,X15,80158859,A052T705,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS5287XPJAB:BF,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272401,,,Rental,1XPXD49X1LD654544,2020,Peterbilt,389,,Cummins,X15,80158159,A052T705,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS5287XPJAB:BF,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272402,,,Rental,1XPXD49X1LD657525,2020,Peterbilt,389,,Cummins,X15,80164985,A052T705,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS5287XPJAB:BF,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272403,,"GENERAL SCRAP, INC",FSL,1XPXD49X3LD657526,2020,Peterbilt,389,,Cummins,X15,80164982,A052T705,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS5287XPJAB:BF,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272404,,BELLISSIMO,FSL,JALE5W160J7901826,2018,Isuzu,NQR,,Isuzu,,,,,,,,,,,,2-94654-200-0:IZ,2-94561-104-0:IZ,8-98037-481-0:IZ,,2-94561-113-0:IZ,,,,,,,,,,,,,,,,Carrier,Supra 760,TFG91572404,30-60143-01,30-01090-05,,30-60049-20,,,,,,,,,,,,,,,
272405,,,Rental,2NP2HM6XXLM657479,2020,Peterbilt,337,,Cummins,ISB,74461588,A052T994,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272407,,,Rental,2NP2HM6X8LM657481,2020,Peterbilt,337,,Cummins,ISB,74462434,A052T994,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",295/75R22.5,,295/75R22.5,,,,,Maxon,GPT,1903486193,3000,,,,,,,,,,,,,,,,,,,,,,,
272408,,,Rental,2NP2HM6XXLM657482,2020,Peterbilt,337,,Cummins,ISB,74542244,A052T994,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,Maxon,GPTWR,1903486200,3000,,,,,,,,,,,,,,,,,,,,,,,
272409,,,Rental,1NPCL40X2LD662256,2020,Peterbilt,567,,Cummins,X15,80144585,A052T694,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272411,,Brekhus Tile & Stone,FSL,1FDWW6DC2JDF06712,2018,Ford,F650,,Ford,6.7L,,,,,,,,,,,MU2Z6731C:FRD,HC4Z9N184B:FRD,,,BC3Z9601A:FRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272412,,TUBE SERVICE CO,FSL,2NP2HJ6X8LM668382,2020,Peterbilt,337,,Cummins,ISL,74439037,A052T991,,,,,,,,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272413,,TUBE SERVICE CO,FSL,2NP2HJ6XXLM668383,2020,Peterbilt,337,,Cummins,ISL,74439044,A052T991,,,,,,,,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272414,127,Action Gypsum Supply,FSL,2NP2HM6X6LM669824,2020,Peterbilt,337,,Cummins,ISB,74440908,A052T996,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272416,130,Action Gypsum Supply,CM,1NPCLP0X5KD604433,2019,Peterbilt,567,,Paccar,MX13-17,Y166836,A052U921,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,K37-1012:PB,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272417,128,Action Gypsum Supply,CM,1NPCLP0X0JD482482,2019,Peterbilt,567,,Paccar,MX13-17,Y141917,A052U921,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,K37-1012:PB,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420,,,Rental,1XPBD49X4LD702869,2020,Peterbilt,579,,Cummins,X15,80174205,A052T700,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272421,,,Rental,1XPBD49X0LD702870,2020,Peterbilt,579,,Cummins,X15,80174204,A052T700,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272422,,,Rental,1XPBD49X5LD703142,2020,Peterbilt,579,,Cummins,X15,80168534,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272424,154,G&Z Transport LLC,FSL,1XPCD40X9LD705963,2020,Peterbilt,567,,Cummins,X15,80174754,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272425,158,G&Z Transport LLC,FSL,1XPCD40X0LD705964,2020,Peterbilt,567,,Cummins,X15,80174750,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272426,160,G&Z Transport LLC,FSL,1XPCD40X2LD705965,2020,Peterbilt,567,,Cummins,X15,80174753,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272427,186,G&Z Transport LLC,FSL,1XPCD40X4LD705966,2020,Peterbilt,567,,Cummins,X15,80174752,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272428,156,G&Z Transport LLC,FSL,1XPCD40X6LD705967,2020,Peterbilt,567,,Cummins,X15,80174751,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272429,,"ABCO Contracting, Inc. ",FSL,1XPCD49X1LD708990,2020,Peterbilt,567,,Cummins,X15,80187801,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272430,,"Wasatch Tank Lines, LLC",FSL,1XPBD49X9LD715665,2020,Peterbilt,579,,Cummins,X15,80206736,A052T694,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272431,,"Wasatch Tank Lines, LLC",FSL,1XPBD49X0LD715666,2020,Peterbilt,579,,Cummins,X15,80207185,A052T694,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272432,,"SOLSBURY HILL, LLC.",FSL,1NPCX4EX6LD718602,2020,Peterbilt,567,,Cummins,X15,80211421,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272433,,Roggen Farmers,FSL,1XPCD49X9LD718537,2020,Peterbilt,567,,Cummins,X15,80205773,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272434,2820,MIDWEST FLOOR COVERINGS,FSL,1XPBDP9X5GD362820,2016,Peterbilt,579,,Paccar,MX13-13,Y096520,,,,,,,,,1922496PE:PB,1948921PE:PB,2277129PE:PB,K37-1012:PB,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272435,4644,TRIPLE S STEEL SUPPLY,FSL,1XPBD49X0LD720656,2020,Peterbilt,579,,Cummins,X15,80221633,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272436,4645,TRIPLE S STEEL SUPPLY,FSL,2NP3LJ9X4LM723201,2020,Peterbilt,348,,Cummins,ISL,74596084,A052T994,,,,,,,,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272437,,Rampart Plumbing,FSL,1FDWF6DE7KDF15148,2019,Ford,F650,,Ford,6.7L,,,,,,,,,,,MU2Z6731C:FRD,HC4Z9N184B:FRD,,,BC3Z9601A:FRD,,,,,,,,,,,Maxon,GPT,1908516917,4000,,,,,,,,,,,,,,,,,,,,,,,
272438,,,Rental,2NPNHM6X9MM724362,2020,Peterbilt,330,,Cummins,ISB,74607108,A057F741,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS1003FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,Maxon,GPT,2001538232,4000,Gravity,,,,,,,,,,,,,,,,,,,,,,
272439,,Ancon Marine,FSL,2NP3LJ9X8MM730458,2020,Peterbilt,348,,Cummins,ISL,74631484,A052T994,,,,,,,,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272440,,"Region 8 Enviro, LLC",FSL,JALE5W164J7304033,2018,Isuzu,NRR,,Isuzu,,,,,,,,,,,,2-94654-200-0:IZ,2-94561-104-0:IZ,8-98037-481-0:IZ,,2-94561-113-0:IZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272441,,Monument Oil Co.,FSL,1XPXD49X8LD730888,2020,Peterbilt,389,,Cummins,X15,80228142,A052T703,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS5287XPJAB:BF,,,"18""",295/75R22.5,,295/75R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272442,USE9,"Sunbelt s, Inc. ",CM,1XKDD40X0DJ333930,2013,Kenworth,T800,,Cummins,X15,79562135,,,,,,,A029L380,A029J922,,LF14000NNFLG:FG,FF5825NNFLG:FG,K37-1029:PB,5X013817:R29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272443,USE23,"Sunbelt s, Inc. ",CM,1XKDD40X5FJ464015,2015,Kenworth,T800,,Cummins,X15,79788727,,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,K37-1004:PB,SR2000092:PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272444,,"Sunbelt s, Inc. ",CM,1FDRF3H63FED73394,2015,Ford,F350,,Ford,6.7L Gas,,,,,,,,,,,F1AZ6731BD:FRD,,,,7C3Z9601A:FRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272446,,"Sunbelt s, Inc. ",CM,1TKB04828HY072124,2017,Utility,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272447,USE10,"Sunbelt s, Inc. ",CM,1UYFS24848A299502,2008,Utility,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272448,,"Sunbelt s, Inc. ",CM,16VGX2028E2303115,2014,Trailer,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272449,USE22,"Sunbelt s, Inc. ",CM,1UYFS248CA209604,2010,Utility,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272450,,Thompson Welding LLC,FSL,1XPCD49X1LD732609,2020,Peterbilt,567,,Cummins,X15,80230527,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272451,,Arvada Rent-Alls,FSL,1NPCL40X1LD734516,2020,Peterbilt,567,,Cummins,X15,80233802,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272452,719,Roggen Farmers,FSL,1XPCD49X4MD736719,2021,Peterbilt,567,,Cummins,X15,80237631,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272453,,MOUNTAIN PRAIRIE LLC,FSL,1XPCD49X0MD743263,2021,Peterbilt,567,,Cummins,X15,80247106,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272454,,Roggen Farmers,FSL,1XPCD49X4MD744996,2021,Peterbilt,567,,Cummins,X15,80250691,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272455,2050,Sinclair Trucking Company,FSL,1XPBP49X7MD745465,2021,Peterbilt,579,,Cummins,X15,80251884,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272456,2051,Sinclair Trucking Company,FSL,1XPBP49X9MD745466,2021,Peterbilt,579,,Cummins,X15,80251885,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272457,2052,Sinclair Trucking Company,FSL,1XPBP49X0MD745467,2021,Peterbilt,579,,Cummins,X15,80251883,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272458,,,Rental,1NP3LJ0XXMD745806,2021,Peterbilt,348,,Cummins,ISL,74648711,A062R526,,,,,,,,,LF14009NNFLG:FG,FF63054NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272459,3009,"Bills Tool , Inc. ",FSL,1XPCD49X3MD747100,2021,Peterbilt,567,,Cummins,X15,80257054,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272460,USE56,"Sunbelt s, Inc. ",CM,1FD0X5HT5JEB92927,2018,Ford,F550,,Ford,6.7L,,,,,,,,,,,MU2Z6731C:FRD,LC3Z9N184A:FRD,,FL3Z19N619A:FRD,HC3Z9601A:FRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272461,USE57,"Sunbelt s, Inc. ",CM,4P5FD2520K1294104,2019,Utility,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272462,,Seal Master,FSL,1XPCD49X9MD748168,2021,Peterbilt,567,,Cummins,X15,80263066,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272463,,Seal Master,FSL,1XPXD49X9MD748169,2021,Peterbilt,389,,Cummins,X15,80263042,A062R588,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS5287XPJAB:BF,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272464,148,Action Gypsum Supply,FSL,2NP2HM6X8MM752317,2021,Peterbilt,337,,Cummins,ISB,74690797,A062R497,,,,,,,,,LF3970FLG:FG,FF63054NNFLG:FG,FS1065FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272465,,Action Gypsum Supply,CM,1FDUF5HT3KED95837,2019,Ford,F550,,Ford,6.7L,,,,,,,,,,,MU2Z6731C:FRD,LC3Z9N184A:FRD,,FL3Z19N619A:FRD,HC3Z9601A:FRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272466,4646,TRIPLE S STEEL SUPPLY,FSL,1XPCD49X1MD758239,2021,Peterbilt,567,,Cummins,X15,80281252,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272467,4647,TRIPLE S STEEL SUPPLY,FSL,1XPCD49X8MD758240,2021,Peterbilt,567,,Cummins,X15,80281253,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272468,,Smalley & Company,CM,1NPCXPEX8JD391943,2018,Peterbilt,567,,Paccar,MX13-13,Y128069,,,,,,,,,1922496PE:PB,1948921PE:PB,2277129PE:PB,K37-1012:PB,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272469,,Smalley & Company,CM,1XPCD49X1KD615417,2019,Peterbilt,567,,Cummins,X15,80086094,A052T699,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272470,,,Rental,1XPCD49X4ND772119,2022,Peterbilt,567,,Cummins,X15,80301339,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",11R22.5,,11R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272471,,,Rental,1XPCD49X0ND772120,2022,Peterbilt,567,,Cummins,X15,80301337,A062R615,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272472,,,Rental,1XPXD49X9ND772134,2022,Peterbilt,389,,Cummins,X15,80303040,A063G421,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,5X013817:R29,RS5287XPJAB:BF,,,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272473,,,Rental,1XPCD49X4ND772136,2022,Peterbilt,567,,Cummins,X15,80306024,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P640017:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272474,,,Rental,1XPCD49X2ND772135,2022,Peterbilt,567,,Cummins,X15,80305635,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272475,,SHARP EXPRESS,FSL,1XPCD49X9ND772133,2022,Peterbilt,567,,Cummins,X15,80309300,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272476,,,Rental,2NP2HM6X6NM772132,2022,Peterbilt,337,,Cummins,ISB,74752330,A060H518,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,Carrier,Supra 960 STBY,URJ91658009,30-60143-01,30-01090-05,,30-60049-20,,,,,,,,,,,,,,,
272477,,"Electronic Recyclers Interntaional, Inc. ",FSL,2NP2HM6X6NM772826,2021,Peterbilt,337,,Cummins,ISB,74743952,A060H518,,,,,,,,,LF3970FLG:FG,FF63041NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272478,129,Action Gypsum Supply,CM,1NPCLP0X6KD625081,2019,Peterbilt,567,,Paccar,MX13-17,Y179855,A052U921,,,,,,,,1922496PE:PB,2234788PE:PB,2277129PE:PB,K37-1012:PB,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272479,,Roggen Farmers,FSL,1XPCD49X0ND783084,2021,Peterbilt,567,,Cummins,X15,80322748,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272481,,,Rental,JALE5W161M7900480,2021,Isuzu,NQR,,Isuzu,,,,,,,,,,,,2-94654-200-0:IZ,2-94561-104-0:IZ,8-98037-481-0:IZ,,8-98177-271-0:IZ,,,,,,,,,,,Palfinger,PLR,17517914700,2500,,Carrier,S8 STBY,UFR91675485,30-60143-00,30-00302-00,,30-60148-20,,,,,,,,,,,,,,,
272482,,"All Recycling, Inc. ",FSL,1XPCD49X4ND801165,2022,Peterbilt,567,,Cummins,X15,80346773,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272485,,SHEFFIELD METALS CLEVELAND LLC,FSL,2NP2HJ7XXPM818626,2023,Peterbilt,337,,Cummins,ISL,74911667,A062X015,,,,,,,,,LF14002NNFLG:FG,FF63041NNFLG:FG,FS20081FLG:FG,5X013817:R29,RS2863JAB:BF,,,"18""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272486,,TRIPLE S STEEL SUPPLY,FSL,1XPCD49X5PD818611,2023,Peterbilt,567,,Cummins,X15,80397373,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P621725:DF,,,"22""",275/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272487,,TRIPLE S STEEL SUPPLY,FSL,1XPCD49X7PD818612,2023,Peterbilt,567,,Cummins,X15,80397372,A063G419,,,,,,,,,LF14000NNFLG:FG,FF5825NNFLG:FG,FS19764FLG:FG,SR2000092:PB,P640017:DF,,,"22""",278/80R22.5,,275/80R22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
